nome_repo,n_estrelas,d_criacao,d_atualizacao,n_releases,linguagem,n_issues,n_issues_fechadas,n_pull_requests
facebookresearch/fairseq,27230,2017-08-29T16:26:12Z,2023-08-22T20:59:04Z,16,Python,3986,3009,2313
transloadit/uppy,27207,2015-11-16T12:32:33Z,2023-08-22T14:38:54Z,62,JavaScript,2082,1950,9351
ray-project/ray,27207,2016-10-25T19:38:30Z,2023-08-22T22:25:03Z,71,Python,15057,12133,18785
harness/drone,27187,2014-02-07T07:54:44Z,2023-08-22T22:13:44Z,29,Go,1810,1739,4083
yunjey/pytorch-tutorial,27179,2017-03-10T07:41:47Z,2023-08-22T20:50:31Z,0,Python,177,113,173
dani-garcia/vaultwarden,27158,2018-02-17T22:40:20Z,2023-08-23T00:16:26Z,50,Rust,1672,1663,2531
acheong08/ChatGPT,27150,2022-12-03T14:35:24Z,2023-08-22T22:29:08Z,277,Python,812,801,1653
ZuzooVn/machine-learning-for-software-engineers,27142,2016-10-09T21:20:25Z,2023-08-22T19:49:23Z,0,,24,9,298
alibaba/druid,27138,2011-11-03T05:12:51Z,2023-08-22T15:34:40Z,48,Java,4017,1453,6867
zsh-users/zsh-autosuggestions,27129,2013-10-26T16:09:37Z,2023-08-22T23:29:39Z,0,Shell,554,438,532
Homebrew/legacy-homebrew,27094,2009-05-20T19:38:37Z,2023-08-22T03:55:25Z,0,,17034,17034,63882
kubernetes/minikube,27087,2016-04-15T22:38:35Z,2023-08-22T22:01:18Z,143,Go,8742,7967,22360
geekan/HowToLiveLonger,27068,2022-04-16T04:15:18Z,2023-08-23T00:23:45Z,0,,123,101,75
parallax/jsPDF,27060,2009-12-06T14:56:32Z,2023-08-22T23:14:35Z,32,JavaScript,2388,2256,2267
jashkenas/underscore,27038,2009-10-25T18:31:06Z,2023-08-22T23:33:10Z,0,JavaScript,1416,1385,2830
ryanhanwu/How-To-Ask-Questions-The-Smart-Way,27004,2015-03-28T16:52:40Z,2023-08-22T16:21:17Z,0,JavaScript,28,21,344
crossoverJie/JCSprout,26998,2017-12-17T09:06:50Z,2023-08-21T15:02:13Z,0,Java,89,59,709
Advanced-Frontend/Daily-Interview-Question,26973,2019-01-19T10:49:00Z,2023-08-22T14:37:21Z,0,JavaScript,556,298,252
OAI/OpenAPI-Specification,26965,2014-03-03T16:53:36Z,2023-08-22T23:11:58Z,10,JavaScript,2047,1488,1964
GoogleChrome/lighthouse,26943,2016-03-08T01:03:11Z,2023-08-22T17:25:00Z,101,JavaScript,8768,8196,5832
danielgindi/Charts,26937,2015-03-20T10:49:12Z,2023-08-22T23:17:58Z,37,Swift,4174,3357,1820
explosion/spaCy,26912,2014-07-03T15:15:40Z,2023-08-22T23:54:22Z,118,Python,5463,5387,15983
dromara/hutool,26905,2014-04-13T07:23:51Z,2023-08-22T23:31:42Z,134,Java,2419,2416,4759
Tencent/weui,26905,2014-12-18T04:09:54Z,2023-08-21T07:25:30Z,42,HTML,660,614,701
ehang-io/nps,26889,2018-11-04T13:22:51Z,2023-08-22T17:34:42Z,59,Go,1121,685,700
lapce/lapce,26818,2018-02-06T08:41:06Z,2023-08-22T23:28:18Z,26,Rust,1453,830,2910
hashicorp/consul,26810,2013-11-04T22:15:27Z,2023-08-22T22:20:11Z,146,Go,5231,4142,20384
jobbole/awesome-python-cn,26796,2015-11-03T09:50:50Z,2023-08-22T17:57:14Z,0,Makefile,28,18,213
coolsnowwolf/lede,26776,2017-09-06T07:39:03Z,2023-08-22T23:12:36Z,6,C,7896,7294,6146
cheeriojs/cheerio,26758,2011-10-09T04:23:20Z,2023-08-22T20:49:59Z,57,TypeScript,1130,1111,2687
fzaninotto/Faker,26746,2011-10-14T22:49:02Z,2023-08-22T12:37:50Z,12,PHP,570,494,2632
Kr328/ClashForAndroid,26687,2019-11-15T00:13:59Z,2023-08-23T00:28:32Z,90,Kotlin,1059,897,216
mobxjs/mobx,26674,2015-03-14T14:31:38Z,2023-08-22T17:08:23Z,91,TypeScript,1890,1862,3226
streamlit/streamlit,26655,2019-08-24T00:14:52Z,2023-08-23T00:00:07Z,62,Python,3519,2865,5692
viraptor/reverse-interview,25914,2019-09-08T13:38:40Z,2023-08-22T22:44:23Z,0,,25,17,223
facebookresearch/Detectron,25903,2017-10-05T17:32:00Z,2023-08-22T16:25:49Z,0,Python,925,619,145
ajaxorg/ace,25889,2010-10-27T10:43:36Z,2023-08-22T23:06:59Z,50,JavaScript,2962,2862,8531
AllThingsSmitty/css-protips,25856,2015-08-29T12:29:03Z,2023-08-22T23:43:52Z,0,,55,50,367
facebook/folly,25819,2012-06-01T20:49:04Z,2023-08-22T18:31:43Z,149,C++,1053,714,11894
CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,25789,2013-01-14T15:46:28Z,2023-08-22T06:36:12Z,0,Jupyter Notebook,242,89,1119
immerjs/immer,25788,2017-12-29T12:25:47Z,2023-08-22T19:21:56Z,105,JavaScript,620,587,1374
JakeChampion/fetch,25777,2014-10-13T00:26:19Z,2023-08-22T21:24:44Z,38,JavaScript,643,639,675
GitbookIO/gitbook,25771,2014-03-31T03:01:56Z,2023-08-22T04:42:59Z,0,JavaScript,0,0,2379
SerenityOS/serenity,25767,2018-12-02T19:28:41Z,2023-08-22T21:06:50Z,0,C++,3559,2944,53744
tatsu-lab/stanford_alpaca,26423,2023-03-10T23:33:09Z,2023-08-22T23:03:14Z,0,Python,251,92,38
floating-ui/floating-ui,26368,2016-03-29T17:00:47Z,2023-08-22T21:03:02Z,350,TypeScript,1171,1150,1895
labstack/echo,26365,2015-03-01T17:43:01Z,2023-08-22T22:27:53Z,100,Go,1358,1305,1701
geekcompany/ResumeSample,26359,2014-09-08T08:08:13Z,2023-08-22T23:31:42Z,0,,0,0,26
Chanzhaoyu/chatgpt-web,26344,2023-02-09T03:21:37Z,2023-08-22T19:46:21Z,42,Vue,1560,1501,376
FuelLabs/sway,26335,2021-01-19T20:54:33Z,2023-08-22T23:23:30Z,114,Rust,2265,1737,2351
portainer/portainer,26319,2016-05-19T20:15:28Z,2023-08-22T23:14:37Z,106,Go,5091,4778,4129
lukasz-madon/awesome-remote-job,26295,2015-01-02T00:31:34Z,2023-08-22T21:25:11Z,0,,47,41,1070
nvie/gitflow,26262,2010-01-20T23:14:12Z,2023-08-22T20:43:55Z,0,Shell,359,126,401
angular/angular-cli,26253,2015-06-04T19:49:37Z,2023-08-22T22:33:15Z,625,TypeScript,14447,14199,10699
alibaba/spring-cloud-alibaba,26248,2017-12-01T20:49:15Z,2023-08-22T17:37:15Z,35,Java,2155,1761,2465
lenve/vhr,26238,2018-01-04T08:57:51Z,2023-08-22T11:17:51Z,0,Java,250,95,160
pmndrs/react-spring,26236,2018-03-07T15:39:32Z,2023-08-22T17:57:42Z,48,TypeScript,1179,1100,3482
rethinkdb/rethinkdb,26223,2012-10-30T05:37:47Z,2023-08-22T14:36:51Z,71,C++,6370,5032,33521
python-poetry/poetry,26202,2018-02-28T15:23:47Z,2023-08-23T00:21:32Z,127,Python,5173,4624,2934
encode/django-rest-framework,26177,2011-03-02T17:13:56Z,2023-08-22T22:07:46Z,17,Python,3834,3766,8712
balena-io/etcher,26138,2015-10-27T16:53:23Z,2023-08-23T00:17:28Z,260,TypeScript,2070,1735,3346
mattermost/mattermost,26127,2015-06-15T06:50:02Z,2023-08-22T23:13:57Z,368,TypeScript,7512,6891,17197
codemirror/codemirror5,26122,2011-01-14T13:44:03Z,2023-08-22T12:26:52Z,169,JavaScript,4156,3760,7151
Ebazhanov/linkedin-skill-assessments-quizzes,26083,2019-07-13T19:52:56Z,2023-08-22T22:30:05Z,1,Python,778,697,6285
digitalocean/nginxconfig.io,26079,2018-01-05T14:21:14Z,2023-08-22T23:20:45Z,0,JavaScript,220,175,301
veggiemonk/awesome-docker,26074,2014-09-21T17:01:48Z,2023-08-22T08:52:33Z,1,,117,117,2916
lovell/sharp,26050,2013-08-19T20:24:24Z,2023-08-23T00:20:06Z,61,JavaScript,3384,3275,1890
wuyouzhuguli/SpringAll,26019,2018-05-02T02:48:44Z,2023-08-21T18:23:51Z,0,Java,44,27,140
influxdata/influxdb,26010,2013-09-26T14:31:10Z,2023-08-22T18:40:18Z,78,Go,12928,11190,35272
facebookresearch/detectron2,25986,2019-09-05T21:30:20Z,2023-08-22T21:44:50Z,10,Python,3343,3009,1484
nushell/nushell,25973,2019-05-10T16:59:42Z,2023-08-22T23:00:59Z,78,Rust,4161,3288,7634
Automattic/mongoose,25942,2010-04-06T21:39:05Z,2023-08-22T23:42:57Z,102,JavaScript,10290,10034,19827
viraptor/reverse-interview,25914,2019-09-08T13:38:40Z,2023-08-22T22:44:23Z,0,,25,17,223
reworkd/AgentGPT,25910,2023-04-07T02:29:19Z,2023-08-23T00:04:40Z,11,TypeScript,409,313,1412
facebookresearch/Detectron,25903,2017-10-05T17:32:00Z,2023-08-22T16:25:49Z,0,Python,925,619,145
ajaxorg/ace,25889,2010-10-27T10:43:36Z,2023-08-22T23:06:59Z,50,JavaScript,2962,2862,8531
facebook/rocksdb,25873,2012-11-30T06:16:18Z,2023-08-22T16:54:15Z,173,C++,2920,2370,12054
AllThingsSmitty/css-protips,25856,2015-08-29T12:29:03Z,2023-08-22T23:43:52Z,0,,55,50,367
facebook/folly,25819,2012-06-01T20:49:04Z,2023-08-22T18:31:43Z,149,C++,1053,714,11894
Asabeneh/30-Days-Of-Python,25798,2019-11-19T17:24:16Z,2023-08-22T21:02:50Z,0,Python,76,60,394
CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,25789,2013-01-14T15:46:28Z,2023-08-22T06:36:12Z,0,Jupyter Notebook,242,89,1119
immerjs/immer,25788,2017-12-29T12:25:47Z,2023-08-22T19:21:56Z,105,JavaScript,620,587,1374
JakeChampion/fetch,25777,2014-10-13T00:26:19Z,2023-08-22T21:24:44Z,38,JavaScript,643,639,675
GitbookIO/gitbook,25771,2014-03-31T03:01:56Z,2023-08-22T04:42:59Z,0,JavaScript,0,0,2379
SerenityOS/serenity,25767,2018-12-02T19:28:41Z,2023-08-22T21:06:50Z,0,C++,3559,2944,53744
jqlang/jq,25765,2012-07-18T19:57:25Z,2023-08-22T23:46:54Z,10,C,2071,1685,1590
jamiebuilds/the-super-tiny-compiler,25760,2016-03-11T04:19:18Z,2023-08-22T23:18:35Z,0,JavaScript,0,0,13
select2/select2,25682,2012-03-04T18:43:12Z,2023-08-22T13:19:05Z,29,JavaScript,4764,4684,2654
DIYgod/RSSHub,25679,2018-04-02T14:43:21Z,2023-08-22T21:47:08Z,0,JavaScript,4593,4330,9547
apache/kafka,25647,2011-08-15T18:06:16Z,2023-08-22T17:25:54Z,0,Java,0,0,11566
request/request,25642,2011-01-23T01:25:14Z,2023-08-22T20:31:56Z,0,JavaScript,2258,2172,2270
JakeWharton/butterknife,25619,2013-03-05T08:18:59Z,2023-08-22T23:19:34Z,0,Java,1183,1086,1016
suno-ai/bark,25605,2023-04-07T19:34:48Z,2023-08-22T23:50:54Z,0,Jupyter Notebook,306,214,73
fabricjs/fabric.js,25590,2010-06-09T22:24:38Z,2023-08-22T18:45:13Z,130,JavaScript,5742,5462,4786
Modernizr/Modernizr,25522,2009-09-25T20:13:23Z,2023-08-22T23:27:53Z,25,JavaScript,1484,1317,2615
rstacruz/nprogress,25520,2013-08-20T13:58:02Z,2023-08-22T12:19:46Z,7,JavaScript,151,51,209
tqdm/tqdm,25508,2015-06-03T13:13:14Z,2023-08-22T23:34:03Z,124,Python,929,576,1964
donnemartin/data-science-ipython-notebooks,25474,2015-01-23T19:38:29Z,2023-08-23T00:10:09Z,0,Python,38,22,543
bevyengine/bevy,25457,2020-01-18T21:13:55Z,2023-08-22T22:50:36Z,17,Rust,3357,2205,4562
remy/nodemon,25457,2010-10-03T12:50:52Z,2023-08-22T20:54:08Z,90,JavaScript,1600,1594,1318
cfenollosa/os-tutorial,25448,2014-09-29T08:39:34Z,2023-08-22T22:08:23Z,0,C,165,98,147
alibaba/fastjson,25434,2011-11-03T06:58:52Z,2023-08-22T14:37:33Z,84,Java,3535,1671,3983
ageron/handson-ml2,25422,2019-01-08T03:49:07Z,2023-08-22T23:07:54Z,0,Jupyter Notebook,497,296,915
pocketbase/pocketbase,25377,2022-07-05T06:06:21Z,2023-08-23T00:25:16Z,90,Go,884,841,975
hashicorp/vagrant,25364,2010-01-21T08:34:27Z,2023-08-22T21:59:11Z,76,Ruby,9390,8774,16602
docker/awesome-compose,25329,2020-02-13T08:51:42Z,2023-08-22T23:30:24Z,0,HTML,96,34,267
go-kit/kit,25324,2015-02-03T00:01:19Z,2023-08-22T19:48:26Z,12,Go,556,521,1530
remoteintech/remote-jobs,25316,2015-10-13T03:49:25Z,2023-08-22T21:54:35Z,0,JavaScript,145,132,2259
TheAlgorithms/C-Plus-Plus,25283,2016-07-16T10:19:45Z,2023-08-22T21:29:36Z,0,C++,264,253,1654
open-mmlab/mmdetection,25264,2018-08-22T07:06:06Z,2023-08-22T13:48:36Z,51,Python,7369,6491,2613
zeromicro/go-zero,25251,2020-08-07T15:37:57Z,2023-08-23T00:22:55Z,92,Go,1353,1045,2134
bvaughn/react-virtualized,25240,2015-11-03T00:48:07Z,2023-08-22T19:29:00Z,5,JavaScript,1180,739,1988
ggreer/the_silver_searcher,25137,2011-11-19T19:50:47Z,2023-08-22T20:01:46Z,0,C,833,408,2057
ShareX/ShareX,25128,2013-10-08T23:32:10Z,2023-08-22T22:05:47Z,76,C#,5957,5423,7767
tj/commander.js,25116,2011-08-14T21:33:58Z,2023-08-22T20:43:41Z,74,JavaScript,1005,983,1212
wesbos/JavaScript30,25072,2016-12-07T19:15:31Z,2023-08-22T22:34:58Z,0,HTML,0,0,392
google/python-fire,25071,2017-02-21T21:35:07Z,2023-08-22T21:36:57Z,9,Python,290,172,287
ageron/handson-ml,25028,2016-02-16T19:48:39Z,2023-08-22T05:54:31Z,0,Jupyter Notebook,554,433,509
dwmkerr/hacker-laws,25023,2018-01-25T03:46:34Z,2023-08-22T23:36:13Z,1,Shell,203,70,469
xuxueli/xxl-job,25021,2015-11-28T12:59:34Z,2023-08-22T16:39:29Z,32,Java,2825,1749,1724
TeamNewPipe/NewPipe,25010,2015-09-03T23:39:26Z,2023-08-22T21:26:24Z,126,Java,8153,6964,10815
proxyee-down-org/proxyee-down,25009,2017-10-25T10:07:27Z,2023-08-22T01:22:27Z,49,Java,0,0,475
cmderdev/cmder,25003,2013-07-09T07:44:22Z,2023-08-22T17:02:51Z,33,C++,2221,2188,1640
pnpm/pnpm,24987,2016-01-28T07:40:43Z,2023-08-22T22:36:49Z,871,TypeScript,3527,2314,8469
ascoders/weekly,24947,2017-03-20T06:10:04Z,2023-08-22T15:17:27Z,184,JavaScript,352,350,971
AykutSarac/jsoncrack.com,24939,2022-01-30T15:25:18Z,2023-08-22T15:05:32Z,19,TypeScript,191,155,1268
facebookresearch/fastText,24936,2016-07-16T13:38:42Z,2023-08-22T19:18:27Z,4,HTML,1063,609,384
GorvGoyl/Clone-Wars,24920,2020-12-02T11:10:16Z,2023-08-22T18:20:51Z,0,,74,67,335
1c7/chinese-independent-developer,24907,2017-09-21T11:08:23Z,2023-08-22T23:31:19Z,0,,83,81,1048
ycm-core/YouCompleteMe,24898,2012-04-16T03:12:14Z,2023-08-22T21:06:56Z,0,Python,3194,3182,3114
dokku/dokku,24884,2013-06-08T10:26:57Z,2023-08-22T20:44:58Z,249,Shell,2576,2556,9233
hollischuang/toBeTopJavaer,24858,2018-10-25T09:54:54Z,2023-08-22T08:49:32Z,0,Java,126,71,272
powerline/fonts,24847,2012-12-19T13:31:50Z,2023-08-22T21:57:37Z,1,Shell,246,95,202
helm/helm,24828,2015-10-06T01:07:32Z,2023-08-22T20:04:45Z,177,Go,7240,6966,7045
kilimchoi/engineering-blogs,24813,2015-06-13T18:25:17Z,2023-08-22T16:53:48Z,0,Ruby,88,74,1717
ziglang/zig,24794,2015-08-06T00:51:28Z,2023-08-23T00:18:39Z,15,Zig,9006,6658,25531
nylas/nylas-mail,24755,2014-10-16T18:29:12Z,2023-08-22T19:47:39Z,53,JavaScript,3420,2441,6116
mbeaudru/modern-js-cheatsheet,24719,2017-09-18T14:56:00Z,2023-08-22T21:39:06Z,0,,49,41,161
jaywcjlove/linux-command,24675,2016-11-12T15:44:26Z,2023-08-22T14:06:18Z,26,Markdown,161,102,1181
eugeneyan/applied-ml,24662,2020-07-04T18:57:47Z,2023-08-23T00:11:57Z,0,,23,20,478
SDWebImage/SDWebImage,24662,2009-09-21T17:39:19Z,2023-08-22T15:28:15Z,129,Objective-C,2235,2173,3452
akveo/ngx-admin,24659,2016-05-25T10:09:03Z,2023-08-22T16:10:57Z,18,TypeScript,1731,1325,548
terryum/awesome-deep-learning-papers,24658,2016-06-03T06:48:30Z,2023-08-22T21:44:54Z,0,TeX,26,11,168
alpinejs/alpine,24634,2019-11-28T13:51:55Z,2023-08-23T00:11:32Z,116,HTML,591,591,2011
statelyai/xstate,24629,2015-09-14T15:04:15Z,2023-08-22T23:53:45Z,248,TypeScript,1197,1088,6232
logseq/logseq,24617,2020-05-23T00:06:06Z,2023-08-22T22:56:56Z,132,Clojure,6672,5368,12011
colinhacks/zod,24603,2020-03-07T20:59:08Z,2023-08-22T20:24:02Z,77,TypeScript,1431,1194,1881
sindresorhus/awesome-electron,24585,2015-04-23T11:48:53Z,2023-08-23T00:28:10Z,0,,41,41,558
qier222/YesPlayMusic,24543,2020-10-09T10:04:21Z,2023-08-22T16:09:48Z,27,Vue,1598,1117,658
Pierian-Data/Complete-Python-3-Bootcamp,24526,2018-02-12T19:30:10Z,2023-08-22T23:14:03Z,0,Jupyter Notebook,325,210,67
pjreddie/darknet,24524,2014-04-11T07:59:16Z,2023-08-22T14:37:11Z,0,C,2345,551,455
dmlc/xgboost,24504,2014-02-06T17:28:03Z,2023-08-22T22:08:32Z,52,C++,4889,4579,6521
greenrobot/EventBus,24428,2012-07-16T16:55:40Z,2023-08-22T18:46:46Z,7,Java,574,477,550
OWASP/CheatSheetSeries,24413,2018-12-21T14:26:43Z,2023-08-22T20:29:59Z,0,Python,355,321,1602
remix-run/remix,24407,2020-10-26T19:57:28Z,2023-08-22T18:40:27Z,120,TypeScript,1760,1672,4341
Lightning-AI/lightning,24402,2019-03-31T00:45:57Z,2023-08-23T00:14:07Z,139,Python,6381,5732,9596
fastai/fastai,24389,2017-09-09T17:43:36Z,2023-08-23T00:12:27Z,49,Jupyter Notebook,1736,1579,2691
pbatard/rufus,24376,2011-11-19T19:12:05Z,2023-08-22T23:21:17Z,77,C,2091,2078,2077
google/jax,24369,2018-10-25T21:25:02Z,2023-08-23T00:24:26Z,79,Python,4420,3226,17142
airbnb/lottie-ios,24347,2016-10-06T22:38:38Z,2023-08-22T22:26:04Z,58,Swift,1262,1236,1223
scwang90/SmartRefreshLayout,24346,2017-06-02T09:52:50Z,2023-08-22T14:37:41Z,11,Java,1498,1205,1127
swagger-api/swagger-ui,24312,2011-07-15T22:56:39Z,2023-08-22T23:09:24Z,290,JavaScript,5184,4239,5966
spipm/Depix,24305,2020-12-06T12:39:08Z,2023-08-22T14:19:32Z,0,Python,0,0,55
vadimdemedes/ink,24299,2017-06-12T06:12:28Z,2023-08-22T20:27:04Z,48,TypeScript,318,276,558
numpy/numpy,24295,2010-09-13T23:02:39Z,2023-08-22T22:57:50Z,103,Python,11688,9671,33279
kataras/iris,24262,2016-01-30T04:36:48Z,2023-08-22T23:57:05Z,16,Go,941,854,2709
mongodb/mongo,24260,2009-01-15T16:15:18Z,2023-08-22T14:44:02Z,0,C++,0,0,74796
helix-editor/helix,24248,2020-06-01T04:26:56Z,2023-08-23T00:28:47Z,23,Rust,3244,2438,4891
zhiwehu/Python-programming-exercises,24248,2012-06-14T07:56:46Z,2023-08-22T23:48:28Z,0,,72,11,25
k3s-io/k3s,24235,2018-05-31T01:37:46Z,2023-08-22T21:54:20Z,570,Go,4556,4462,2867
Ryujinx/Ryujinx,24216,2018-02-04T23:07:54Z,2023-08-22T22:56:19Z,0,C#,2311,1785,3011
sampotts/plyr,24203,2015-02-14T11:33:07Z,2023-08-22T21:51:15Z,88,JavaScript,2011,1204,2294
dotnet-architecture/eShopOnContainers,24177,2016-10-05T22:35:23Z,2023-08-23T00:23:37Z,11,C#,1243,1208,4332
docsifyjs/docsify,24174,2016-11-20T07:55:43Z,2023-08-22T20:31:18Z,14,JavaScript,1185,979,1735
michalsnik/aos,24166,2015-07-09T17:49:00Z,2023-08-23T00:13:05Z,0,JavaScript,667,356,259
littlecodersh/ItChat,24154,2016-01-19T07:49:48Z,2023-08-22T11:52:50Z,13,Python,868,615,188
karpathy/nanoGPT,24147,2022-12-28T00:51:12Z,2023-08-22T21:16:00Z,0,Python,220,75,195
seata/seata,24146,2018-12-28T08:37:22Z,2023-08-22T19:23:20Z,36,Java,3325,2645,1703
emscripten-core/emscripten,24136,2011-02-12T05:23:30Z,2023-08-22T20:38:30Z,0,C,8420,7004,25974
jellyfin/jellyfin,24122,2018-12-09T06:36:45Z,2023-08-22T23:45:21Z,63,C#,5095,4379,24455
saadeghi/daisyui,24081,2020-11-28T22:57:27Z,2023-08-22T22:53:10Z,0,Svelte,1256,1206,575
quasarframework/quasar,24073,2015-10-05T15:45:36Z,2023-08-22T20:56:37Z,797,JavaScript,7337,6919,13300
rome/tools,24059,2020-02-20T05:57:33Z,2023-08-22T22:22:26Z,117,Rust,1434,1340,4306
tachiyomiorg/tachiyomi,24050,2015-10-07T09:51:12Z,2023-08-23T00:02:57Z,75,Kotlin,7419,6971,6019
pypa/pipenv,24029,2017-01-20T00:44:02Z,2023-08-22T14:10:27Z,85,Python,4013,3819,8499
facebookresearch/faiss,24026,2017-02-07T16:07:05Z,2023-08-23T00:17:19Z,15,C++,2150,1829,871
codex-team/editor.js,24018,2015-11-28T20:56:35Z,2023-08-22T19:48:42Z,55,TypeScript,1283,820,722
iview/iview,23997,2016-07-28T01:52:59Z,2023-08-22T12:36:42Z,85,Vue,5584,4472,3031
johnpapa/angular-styleguide,23974,2014-07-29T00:07:51Z,2023-08-22T22:12:39Z,0,,424,362,1136
signalapp/Signal-Android,23936,2011-12-15T20:01:12Z,2023-08-22T22:47:08Z,0,Java,10329,10029,13145
termux/termux-app,23929,2015-10-23T09:42:46Z,2023-08-22T23:33:31Z,89,Java,2391,2082,1436
react-native-elements/react-native-elements,23903,2016-09-08T14:21:41Z,2023-08-22T21:02:25Z,85,MDX,2065,1989,2400
dnSpy/dnSpy,23883,2015-07-01T16:05:10Z,2023-08-23T00:14:32Z,1,C#,0,0,3932
haizlin/fe-interview,23870,2019-04-17T03:05:58Z,2023-08-22T14:37:31Z,2,JavaScript,5485,25,1628
vuejs/devtools,23865,2014-09-29T03:52:07Z,2023-08-22T22:46:40Z,84,TypeScript,1549,1106,2082
rollup/rollup,23824,2015-05-14T22:26:28Z,2023-08-22T23:44:35Z,417,JavaScript,3093,2640,5344
discordjs/discord.js,23813,2015-08-10T13:36:26Z,2023-08-22T17:18:30Z,198,TypeScript,3772,3674,7664
OpenBB-finance/OpenBBTerminal,23802,2020-12-20T10:46:38Z,2023-08-23T00:19:45Z,27,Python,1894,1694,5666
feathericons/feather,23789,2014-05-28T19:49:55Z,2023-08-22T16:06:42Z,52,JavaScript,613,241,675
charlax/professional-programming,23783,2015-11-07T05:07:52Z,2023-08-22T19:20:38Z,0,Python,18,17,367
