nome_repo,n_estrelas,d_criacao,d_atualizacao,n_releases,linguagem,n_issues,n_issues_fechadas,n_pull_requests
spf13/viper,23780,2014-04-02T14:33:33Z,2023-08-22T18:10:38Z,23,Go,805,430,599
lutzroeder/netron,23777,2010-12-26T12:53:43Z,2023-08-23T00:23:33Z,2,JavaScript,968,943,7089
qianguyihao/Web,23724,2017-01-03T11:44:33Z,2023-08-22T16:01:34Z,0,,182,148,880
nsqio/nsq,23721,2012-05-12T14:37:08Z,2023-08-22T22:08:36Z,30,Go,633,583,2270
CymChad/BaseRecyclerViewAdapterHelper,23717,2016-04-10T07:40:11Z,2023-08-22T14:39:32Z,202,Kotlin,3502,3148,1466
getredash/redash,23709,2013-10-28T13:19:39Z,2023-08-22T11:06:18Z,98,Python,2333,1805,7538
StevenBlack/hosts,23701,2012-04-12T20:22:50Z,2023-08-22T17:44:30Z,567,Python,1717,1678,3522
GitHubDaily/GitHubDaily,23695,2018-12-30T13:56:58Z,2023-08-22T22:36:14Z,0,,312,157,89
taichi-dev/taichi,23648,2016-11-24T10:00:05Z,2023-08-22T11:26:08Z,113,C++,2492,1806,10805
hammerjs/hammer.js,23639,2012-03-02T12:58:28Z,2023-08-22T20:45:04Z,0,JavaScript,1038,763,1199
vercel/pkg,23628,2016-08-08T19:41:59Z,2023-08-22T20:50:14Z,41,JavaScript,1393,1353,1138
angular/components,23623,2016-01-04T18:50:02Z,2023-08-22T22:40:48Z,399,TypeScript,14338,12551,10963
MichaelCade/90DaysOfDevOps,23616,2021-12-26T13:55:18Z,2023-08-22T22:39:20Z,2,Shell,74,70,1662
nextcloud/server,23606,2016-06-02T07:44:14Z,2023-08-22T22:06:56Z,146,PHP,16396,14309,69287
mdbootstrap/mdb-ui-kit,23602,2014-08-18T11:54:00Z,2023-08-22T21:34:33Z,31,SCSS,1171,1166,1468
matteocrippa/awesome-swift,23601,2014-07-10T14:04:09Z,2023-08-22T16:49:24Z,0,Ruby,131,129,3920
datasciencemasters/go,23597,2013-08-14T08:33:55Z,2023-08-22T23:46:55Z,0,,48,46,411
servo/servo,23592,2012-02-08T19:07:25Z,2023-08-22T22:57:32Z,0,,11933,8588,46412
v2fly/v2ray-core,23589,2019-04-15T10:05:54Z,2023-08-22T23:31:42Z,69,Go,807,765,6395
VundleVim/Vundle.vim,23576,2010-10-17T23:17:53Z,2023-08-22T07:55:09Z,0,Vim Script,715,551,635
pmndrs/react-three-fiber,23561,2019-02-25T14:31:51Z,2023-08-22T18:53:15Z,65,TypeScript,871,852,2455
Netflix/Hystrix,23556,2012-11-19T20:14:46Z,2023-08-22T19:42:47Z,79,Java,1026,682,2119
ReactiveX/RxSwift,23508,2015-04-07T21:25:17Z,2023-08-22T17:01:40Z,72,Swift,1217,1197,3665
Awesome-Windows/Awesome,23436,2016-05-30T17:27:35Z,2023-08-23T00:24:11Z,0,,133,80,523
openfaas/faas,23402,2016-12-22T12:51:39Z,2023-08-22T22:43:28Z,3,Go,827,797,2127
alibaba/flutter-go,23393,2019-01-08T09:03:40Z,2023-08-22T10:28:28Z,4,Dart,0,0,754
mbadolato/iTerm2-Color-Schemes,23388,2011-04-01T04:01:46Z,2023-08-22T22:52:07Z,0,Shell,99,82,688
heartcombo/devise,23364,2009-09-16T12:15:12Z,2023-08-22T21:55:17Z,19,Ruby,4175,4037,3852
nicolargo/glances,23357,2011-12-04T08:49:15Z,2023-08-22T23:33:47Z,34,Python,1686,1482,5159
matterport/Mask_RCNN,23355,2017-10-19T20:28:34Z,2023-08-23T00:28:15Z,3,Python,2693,843,203
doczjs/docz,23349,2018-03-17T04:24:10Z,2023-08-22T19:48:51Z,127,TypeScript,1245,1137,1609
schollz/croc,23344,2017-10-17T15:20:18Z,2023-08-23T00:03:16Z,140,Go,383,275,1764
coder2gwy/coder2gwy,23340,2020-12-30T14:40:50Z,2023-08-22T12:50:46Z,0,,144,28,58
gitlabhq/gitlabhq,23335,2011-10-02T16:25:27Z,2023-08-22T07:57:35Z,0,Ruby,0,0,111075
openssl/openssl,22487,2013-01-15T22:34:48Z,2023-08-22T19:57:48Z,12,C,8792,6764,33693
facebookarchive/draft-js,22475,2016-02-19T20:18:26Z,2023-08-22T20:44:23Z,26,JavaScript,1775,978,1201
sdras/awesome-actions,22469,2018-10-17T17:53:45Z,2023-08-22T17:19:36Z,0,,39,25,1252
redux-saga/redux-saga,22464,2015-11-29T16:58:12Z,2023-08-22T18:56:43Z,70,JavaScript,1477,1456,1939
emberjs/ember.js,22452,2011-05-25T23:39:40Z,2023-08-22T15:18:45Z,502,JavaScript,6672,6404,22286
fouber/blog,22442,2014-04-25T09:44:42Z,2023-08-22T13:39:05Z,0,,15,5,94
ossrs/srs,22432,2015-04-29T06:59:32Z,2023-08-22T14:22:08Z,50,C++,1294,1160,8555
telegramdesktop/tdesktop,22430,2014-05-02T12:36:31Z,2023-08-22T18:47:55Z,637,C++,12852,12068,15316
zyedidia/micro,22417,2016-03-11T02:06:28Z,2023-08-23T00:29:54Z,33,Go,1991,1290,2838
zadam/trilium,22414,2017-05-23T00:30:20Z,2023-08-23T00:21:18Z,273,JavaScript,3078,2198,6787
sirupsen/logrus,23132,2013-10-16T19:08:55Z,2023-08-22T23:45:06Z,19,Go,670,667,1246
Wox-launcher/Wox,23128,2013-12-19T15:49:32Z,2023-08-22T09:43:41Z,38,C#,3440,2415,2753
kahun/awesome-sysadmin,23128,2014-02-09T22:39:20Z,2023-08-22T22:01:27Z,0,,98,26,515
dimsemenov/PhotoSwipe,23126,2011-04-07T05:46:29Z,2023-08-22T14:40:22Z,18,JavaScript,1785,1183,704
pure-css/pure,23112,2013-04-22T16:16:39Z,2023-08-22T19:49:53Z,27,JavaScript,573,570,894
vapor/vapor,23111,2016-01-18T22:37:52Z,2023-08-23T00:26:36Z,494,Swift,1587,1486,5719
MonitorControl/MonitorControl,23074,2017-09-16T21:13:40Z,2023-08-22T20:51:46Z,23,Swift,799,742,236
google/mediapipe,23071,2019-06-13T19:16:41Z,2023-08-22T23:29:10Z,47,C++,4354,4166,2442
microsoft/cascadia-code,23039,2019-07-10T22:50:20Z,2023-08-22T20:41:18Z,17,Python,578,459,196
StreisandEffect/streisand,23022,2014-03-23T21:56:19Z,2023-08-23T00:00:48Z,0,Shell,1140,929,1424
rwaldron/idiomatic.js,23000,2011-05-25T17:48:59Z,2023-08-22T20:22:42Z,0,,82,48,504
android/architecture-components-samples,22969,2017-05-09T21:09:14Z,2023-08-22T18:55:54Z,0,Kotlin,687,537,637
CodeHubApp/CodeHub,22961,2013-07-23T22:19:57Z,2023-08-22T08:41:17Z,4,C#,640,406,593
viatsko/awesome-vscode,22956,2016-02-07T23:02:45Z,2023-08-23T00:24:13Z,0,JavaScript,46,25,703
doocs/leetcode,22951,2018-09-16T14:03:03Z,2023-08-22T14:30:40Z,19,Java,32,32,8219
backstage/backstage,22950,2020-01-24T22:39:49Z,2023-08-22T22:45:16Z,254,TypeScript,4509,4105,43204
reduxjs/react-redux,22947,2015-07-11T17:32:01Z,2023-08-22T21:23:12Z,119,TypeScript,1235,1215,1203
aseprite/aseprite,22931,2014-08-19T23:44:50Z,2023-08-22T23:27:40Z,91,C++,3405,2014,9170
expo/expo,22924,2016-08-15T17:14:25Z,2023-08-22T23:34:57Z,0,TypeScript,11815,11481,19025
nothings/stb,22892,2014-05-25T16:51:23Z,2023-08-22T22:59:00Z,0,C,747,649,2149
keon/algorithms,22872,2016-11-17T22:32:08Z,2023-08-22T14:50:40Z,1,Python,156,100,954
directus/directus,22872,2012-12-12T01:35:36Z,2023-08-22T21:27:41Z,272,TypeScript,6744,6520,10639
mozilla/DeepSpeech,22867,2016-06-02T15:04:53Z,2023-08-22T18:30:12Z,105,C++,2092,1977,3466
NativeScript/NativeScript,22863,2015-03-01T09:47:08Z,2023-08-22T21:03:25Z,144,TypeScript,6590,5673,7287
Igglybuff/awesome-piracy,22860,2018-10-09T22:09:56Z,2023-08-22T23:15:12Z,0,HTML,311,310,586
lllyasviel/ControlNet,22853,2023-02-01T02:43:30Z,2023-08-22T23:59:16Z,0,Python,382,100,186
geekan/MetaGPT,22842,2023-06-30T09:04:55Z,2023-08-23T00:08:48Z,1,Python,157,54,324
zloirock/core-js,22841,2013-07-17T16:32:27Z,2023-08-23T00:14:20Z,228,JavaScript,900,867,5419
OpenZeppelin/openzeppelin-contracts,22803,2016-08-01T20:54:54Z,2023-08-22T22:01:36Z,79,JavaScript,1718,1571,3339
yeasy/docker_practice,22794,2014-09-05T04:06:39Z,2023-08-22T11:41:29Z,15,Go,205,201,1212
penpot/penpot,22773,2015-12-29T22:09:07Z,2023-08-23T00:17:29Z,34,Clojure,1151,885,10833
marmelab/react-admin,22760,2016-07-13T07:58:54Z,2023-08-22T15:38:06Z,303,TypeScript,4236,4158,17413
python-telegram-bot/python-telegram-bot,22738,2015-07-07T15:30:39Z,2023-08-22T22:10:36Z,105,Python,1953,1940,2616
freqtrade/freqtrade,22698,2017-05-17T23:48:53Z,2023-08-23T00:03:47Z,74,Python,4030,3988,21992
tmrts/go-patterns,22685,2015-12-14T22:05:06Z,2023-08-23T00:24:23Z,0,Go,30,13,72
github/copilot-docs,22681,2021-10-23T16:07:04Z,2023-08-22T23:16:25Z,0,,0,0,34
localForage/localForage,22679,2013-10-31T00:10:06Z,2023-08-22T15:07:54Z,26,JavaScript,704,498,1124
MostlyAdequate/mostly-adequate-guide,22667,2015-05-06T01:44:15Z,2023-08-22T18:32:50Z,1,JavaScript,275,203,853
react-navigation/react-navigation,22665,2017-01-26T19:51:40Z,2023-08-22T20:57:57Z,1000,TypeScript,9161,8518,2639
guzzle/guzzle,22644,2011-02-28T02:44:05Z,2023-08-22T12:58:54Z,59,PHP,1821,1803,3644
balderdashy/sails,22628,2012-03-18T19:46:15Z,2023-08-22T22:16:08Z,42,JavaScript,6355,5852,7172
envoyproxy/envoy,22581,2016-08-08T15:07:24Z,2023-08-22T23:41:09Z,136,C++,9776,8356,19056
vercel/turbo,22544,2021-10-05T17:37:11Z,2023-08-23T00:09:50Z,266,Rust,1274,856,5071
SimplifyJobs/Summer2024-Internships,22530,2020-05-23T20:53:18Z,2023-08-23T00:26:14Z,0,,477,464,3997
hwdsl2/setup-ipsec-vpn,22524,2016-01-07T16:44:12Z,2023-08-23T00:27:30Z,0,Shell,1312,1312,1326
ogham/exa,22524,2014-05-22T12:45:16Z,2023-08-22T21:37:39Z,12,Rust,873,594,1614
mislav/hub,22518,2009-12-05T22:15:25Z,2023-08-22T21:45:09Z,60,Go,2016,1778,3333
ovity/octotree,22516,2014-05-09T18:15:20Z,2023-08-22T16:22:51Z,0,JavaScript,762,723,718
DrKLO/Telegram,22490,2013-10-25T14:08:10Z,2023-08-22T07:41:15Z,81,Java,0,0,505
calcom/cal.com,22487,2021-03-22T13:47:42Z,2023-08-23T00:24:54Z,162,TypeScript,4420,3882,7757
openssl/openssl,22487,2013-01-15T22:34:48Z,2023-08-22T19:57:48Z,12,C,8792,6764,33693
facebookarchive/draft-js,22475,2016-02-19T20:18:26Z,2023-08-22T20:44:23Z,26,JavaScript,1775,978,1201
sdras/awesome-actions,22469,2018-10-17T17:53:45Z,2023-08-22T17:19:36Z,0,,39,25,1252
redux-saga/redux-saga,22464,2015-11-29T16:58:12Z,2023-08-22T18:56:43Z,70,JavaScript,1477,1456,1939
emberjs/ember.js,22452,2011-05-25T23:39:40Z,2023-08-22T15:18:45Z,502,JavaScript,6672,6404,22286
fouber/blog,22442,2014-04-25T09:44:42Z,2023-08-22T13:39:05Z,0,,15,5,94
ossrs/srs,22432,2015-04-29T06:59:32Z,2023-08-22T14:22:08Z,50,C++,1294,1160,8555
telegramdesktop/tdesktop,22430,2014-05-02T12:36:31Z,2023-08-22T18:47:55Z,637,C++,12852,12068,15316
zyedidia/micro,22417,2016-03-11T02:06:28Z,2023-08-23T00:29:54Z,33,Go,1991,1290,2838
zadam/trilium,22414,2017-05-23T00:30:20Z,2023-08-23T00:21:18Z,273,JavaScript,3078,2198,6787
xinntao/Real-ESRGAN,22401,2021-07-19T03:23:30Z,2023-08-22T19:47:19Z,10,Python,536,138,137
google/gson,22363,2015-03-19T18:21:20Z,2023-08-22T22:28:14Z,6,Java,1550,1259,1869
milvus-io/milvus,22354,2019-09-16T06:43:43Z,2023-08-22T23:40:26Z,349,Go,8635,8057,17799
eriklindernoren/ML-From-Scratch,22331,2017-02-05T12:11:23Z,2023-08-23T00:13:16Z,0,Python,68,37,374
Asabeneh/30-Days-Of-React,22328,2020-09-29T13:38:54Z,2023-08-22T22:53:55Z,0,JavaScript,62,15,272
huiyadanli/RevokeMsgPatcher,22321,2019-07-21T15:12:52Z,2023-08-22T21:35:54Z,16,C#,536,490,245
ggerganov/whisper.cpp,22321,2022-09-25T18:26:37Z,2023-08-22T22:24:37Z,7,C,642,341,669
bilibili/flv.js,22318,2016-05-12T08:34:31Z,2023-08-22T19:00:46Z,15,JavaScript,718,305,431
withfig/autocomplete,22315,2020-09-29T02:21:06Z,2023-08-22T20:42:44Z,1000,TypeScript,487,361,4384
firecracker-microvm/firecracker,22302,2017-10-19T06:18:47Z,2023-08-22T23:49:23Z,66,Rust,1336,1229,4872
apache/skywalking,22286,2015-11-07T03:30:36Z,2023-08-22T20:22:01Z,56,Java,4898,4852,7734
t4t5/sweetalert,22282,2014-09-30T11:12:48Z,2023-08-21T19:35:25Z,13,TypeScript,708,548,363
TanStack/table,22270,2016-10-20T17:25:08Z,2023-08-22T17:11:15Z,202,TypeScript,2275,2148,2174
homebridge/homebridge,22262,2014-12-01T16:37:39Z,2023-08-22T21:36:43Z,34,TypeScript,2986,2969,1457
markerikson/react-redux-links,22259,2016-01-22T02:10:28Z,2023-08-22T21:03:39Z,0,,38,22,401
microsoft/Data-Science-For-Beginners,22245,2021-03-03T16:30:15Z,2023-08-23T00:00:44Z,0,Jupyter Notebook,108,91,1393
gchq/CyberChef,22236,2016-11-28T10:34:07Z,2023-08-22T21:28:39Z,427,JavaScript,812,526,3577
Tencent/wepy,22231,2016-11-14T08:06:56Z,2023-08-22T09:29:53Z,8,JavaScript,2147,1796,2454
ipfs/ipfs,22230,2014-02-11T07:28:24Z,2023-08-22T19:10:59Z,0,,216,211,408
RedisInsight/RedisDesktopManager,22200,2013-08-05T07:51:08Z,2023-08-22T05:26:33Z,87,C++,4541,4495,2166
Vision-CAIR/MiniGPT-4,22174,2023-04-15T22:17:09Z,2023-08-23T00:03:12Z,0,Python,291,80,64
mochajs/mocha,22153,2011-03-07T18:44:25Z,2023-08-22T18:07:23Z,76,JavaScript,2893,2628,3601
usablica/intro.js,22136,2013-03-10T15:12:45Z,2023-08-22T12:36:57Z,36,TypeScript,784,741,1375
chubin/wttr.in,22120,2015-12-26T21:03:43Z,2023-08-22T23:07:31Z,0,Python,591,327,1259
wangzheng0822/algo,22109,2018-09-24T05:33:46Z,2023-08-22T05:43:53Z,0,Python,124,22,1065
conwnet/github1s,22097,2019-06-16T09:55:25Z,2023-08-22T15:10:52Z,39,TypeScript,202,147,364
SwiftyJSON/SwiftyJSON,22096,2014-06-18T14:41:15Z,2023-08-22T18:15:59Z,21,Swift,693,583,745
kriasoft/react-starter-kit,22064,2014-04-16T13:08:18Z,2023-08-22T20:42:38Z,5,TypeScript,1186,1183,61
celery/celery,22047,2009-04-24T11:31:24Z,2023-08-22T19:39:15Z,42,Python,4899,4333,12286
google-research/tuning_playbook,22035,2023-01-18T23:32:32Z,2023-08-22T17:28:37Z,0,,33,10,15
libuv/libuv,22030,2013-11-30T00:29:56Z,2023-08-22T21:59:12Z,7,C,1603,1489,5215
goldbergyoni/javascript-testing-best-practices,22027,2019-07-04T11:08:12Z,2023-08-22T22:37:10Z,0,JavaScript,62,15,1013
rxhanson/Rectangle,22021,2019-06-21T21:34:53Z,2023-08-22T21:37:45Z,74,Swift,531,444,1116
fish-shell/fish-shell,22013,2012-05-10T03:00:55Z,2023-08-22T22:44:27Z,39,C++,6803,6356,17540
facebook/flow,22005,2014-10-28T17:17:45Z,2023-08-22T14:02:25Z,309,OCaml,6628,5159,16448
goldfire/howler.js,21999,2013-01-28T16:47:12Z,2023-08-22T20:48:11Z,24,JavaScript,1357,1044,889
locustio/locust,21999,2011-02-17T11:08:03Z,2023-08-22T21:59:08Z,94,Python,1464,1450,4030
surrealdb/surrealdb,21995,2021-12-09T15:03:29Z,2023-08-22T21:34:44Z,11,Rust,710,461,2475
derailed/k9s,21976,2019-01-25T18:46:02Z,2023-08-22T20:53:29Z,195,Go,1481,1061,1468
datawhalechina/pumpkin-book,21963,2018-12-22T05:05:24Z,2023-08-22T22:22:40Z,7,,69,53,443
harvesthq/chosen,21956,2011-04-18T15:07:41Z,2023-08-22T13:19:10Z,34,HTML,2375,2125,1287
Polymer/polymer,21952,2012-08-23T20:56:30Z,2023-08-22T15:18:57Z,115,HTML,3911,3866,6878
elixir-lang/elixir,21945,2011-01-09T08:43:57Z,2023-08-22T20:59:36Z,137,Elixir,5082,5055,19518
highlightjs/highlight.js,21903,2011-01-01T23:47:21Z,2023-08-22T14:13:32Z,36,JavaScript,1978,1895,6537
felixrieseberg/windows95,21898,2018-08-23T05:04:38Z,2023-08-22T22:59:59Z,14,TypeScript,231,106,200
react-bootstrap/react-bootstrap,21887,2013-12-27T19:06:07Z,2023-08-22T20:55:34Z,55,TypeScript,3441,3327,4491
tailwindlabs/headlessui,21885,2020-09-16T09:53:09Z,2023-08-22T22:56:57Z,88,TypeScript,977,968,634
notable/notable,21884,2018-12-22T13:57:19Z,2023-08-22T23:14:29Z,20,,1594,906,460
iawia002/lux,21878,2018-02-24T11:29:03Z,2023-08-22T17:50:01Z,80,Go,953,506,801
sebastianruder/NLP-progress,21852,2018-06-22T17:43:55Z,2023-08-22T23:09:23Z,3,Python,100,65,791
jumpserver/jumpserver,21842,2014-07-04T03:54:59Z,2023-08-22T20:42:21Z,189,Python,5320,5077,10066
kdeldycke/awesome-falsehood,21832,2016-09-08T09:13:47Z,2023-08-22T19:33:15Z,0,,28,26,513
libgdx/libgdx,21827,2012-08-10T19:34:38Z,2023-08-22T18:36:59Z,10,Java,3636,3418,15264
apache/flink,21810,2014-06-07T07:00:10Z,2023-08-22T18:21:42Z,0,Java,0,0,33894
tokio-rs/tokio,21804,2016-09-09T22:31:36Z,2023-08-22T21:14:44Z,105,Rust,1988,1735,3518
dapr/dapr,21773,2019-06-19T00:49:06Z,2023-08-22T20:01:00Z,190,Go,3068,2699,4408
vuejs/vuepress,21768,2018-04-05T16:58:38Z,2023-08-22T20:58:14Z,22,JavaScript,1925,1427,2151
youzan/vant,21766,2017-04-19T07:55:31Z,2023-08-22T22:22:21Z,240,TypeScript,6845,6824,9698
google/iosched,21758,2014-04-01T22:40:40Z,2023-08-22T03:10:59Z,2,Kotlin,242,187,3139
electron-react-boilerplate/electron-react-boilerplate,21740,2015-05-18T09:54:57Z,2023-08-23T00:01:30Z,58,TypeScript,1849,1775,1118
academic/awesome-datascience,21722,2014-07-05T07:07:43Z,2023-08-23T00:14:22Z,5,,49,49,1002
jaredhanson/passport,21713,2011-10-08T22:38:32Z,2023-08-22T21:31:15Z,0,JavaScript,750,420,617
tsenart/vegeta,21706,2013-08-13T11:45:21Z,2023-08-22T20:27:25Z,66,Go,396,344,720
jlmakes/scrollreveal,21703,2014-01-16T17:37:20Z,2023-08-22T20:25:23Z,0,JavaScript,480,452,950
mxgmn/WaveFunctionCollapse,21689,2016-09-30T11:53:17Z,2023-08-22T18:53:35Z,1,C#,49,46,141
microsoft/api-guidelines,21688,2016-07-12T20:01:24Z,2023-08-22T17:26:48Z,0,,212,101,718
toeverything/AFFiNE,21685,2022-07-31T18:45:21Z,2023-08-22T23:55:28Z,148,TypeScript,1229,1036,4028
requarks/wiki,21665,2016-08-16T19:35:26Z,2023-08-23T00:09:19Z,115,Vue,2475,2416,2109
trekhleb/homemade-machine-learning,21657,2018-11-01T04:34:19Z,2023-08-22T23:04:02Z,0,Jupyter Notebook,25,14,253
taosdata/TDengine,21654,2019-07-11T08:33:48Z,2023-08-22T13:06:59Z,102,C,4106,3028,55265
microsoft/JARVIS,21649,2023-03-30T02:57:12Z,2023-08-22T22:02:17Z,0,Python,165,99,80
validatorjs/validator.js,21640,2010-10-06T06:58:48Z,2023-08-23T00:28:25Z,11,JavaScript,1008,857,2221
dracula/dracula-theme,21633,2013-10-27T12:39:02Z,2023-08-22T23:11:51Z,24,,654,644,582
bitcoinbook/bitcoinbook,21629,2013-08-11T23:18:28Z,2023-08-22T23:46:06Z,3,AsciiDoc,370,298,3915
bevacqua/dragula,21618,2015-04-13T21:35:38Z,2023-08-22T17:09:58Z,0,JavaScript,513,407,366
redisson/redisson,21614,2014-01-11T14:06:25Z,2023-08-22T13:27:22Z,131,Java,4633,4357,8219
oobabooga/text-generation-webui,21610,2022-12-21T04:17:37Z,2023-08-23T00:19:53Z,9,Python,2102,1686,2416
qbittorrent/qBittorrent,21604,2012-02-04T09:37:46Z,2023-08-22T18:53:12Z,0,C++,14694,11815,12475
wsargent/docker-cheat-sheet,21597,2014-08-05T20:04:20Z,2023-08-21T03:45:17Z,0,,27,22,432
kuchin/awesome-cto,21597,2016-12-16T19:22:18Z,2023-08-22T22:29:58Z,0,,7,7,185
refined-github/refined-github,21597,2016-02-15T16:45:02Z,2023-08-22T23:50:21Z,117,TypeScript,3577,3455,3532
v8/v8,21582,2014-09-24T15:24:30Z,2023-08-22T21:17:34Z,0,C++,0,0,84073
gfwlist/gfwlist,21573,2015-03-13T13:24:56Z,2023-08-22T09:46:54Z,0,,2387,1942,3617
spacedriveapp/spacedrive,21550,2021-09-27T05:09:04Z,2023-08-22T20:20:48Z,0,Rust,214,170,1938
chenglou/react-motion,21542,2015-06-11T07:38:23Z,2023-08-22T22:45:03Z,4,JavaScript,398,249,809
vnpy/vnpy,21539,2015-03-02T03:36:58Z,2023-08-22T18:13:09Z,56,Python,1999,1975,6555
onevcat/Kingfisher,21532,2015-04-06T14:26:21Z,2023-08-22T16:13:53Z,177,Swift,1317,1206,2631
HeroTransitions/Hero,21522,2016-11-24T18:49:37Z,2023-08-22T07:01:20Z,38,Swift,602,567,558
flameshot-org/flameshot,21507,2017-05-10T19:44:51Z,2023-08-22T21:28:39Z,25,C++,2201,1744,1877
robertdavidgraham/masscan,21487,2013-07-28T05:35:33Z,2023-08-23T00:24:14Z,11,C,517,172,706
ai/nanoid,21470,2017-08-05T05:24:35Z,2023-08-22T16:32:06Z,1,JavaScript,217,209,977
changkun/modern-cpp-tutorial,21470,2016-08-19T14:39:15Z,2023-08-22T13:45:39Z,3,C++,118,110,280
rancher/rancher,21452,2014-11-07T20:49:31Z,2023-08-22T11:03:23Z,977,Go,31683,29190,10865
lensapp/lens,21426,2018-11-12T06:28:56Z,2023-08-22T20:44:07Z,294,TypeScript,3339,2409,4106
ChristosChristofidis/awesome-deep-learning,21421,2015-01-02T19:28:35Z,2023-08-23T00:20:41Z,0,,19,14,533
DesignPatternsPHP/DesignPatternsPHP,21372,2011-08-22T05:24:31Z,2023-08-22T14:13:49Z,0,PHP,112,111,1277
leereilly/games,21333,2012-01-05T19:48:55Z,2023-08-22T19:48:23Z,0,,264,87,648
javascript-tutorial/en.javascript.info,21331,2017-06-03T14:27:57Z,2023-08-22T23:31:57Z,0,HTML,836,689,6435
alibaba/Sentinel,21325,2018-04-04T06:37:33Z,2023-08-22T19:23:19Z,23,Java,2114,1556,815
pugjs/pug,21301,2010-06-23T01:05:42Z,2023-08-22T00:35:00Z,22,JavaScript,2551,2270,2572
